name	group	strand	number_of_isoforms	isoforms	number_of_isoforms_with_annotated_domain	isoforms_with_annotated_domain	longest_isoform_with_annotated_domain	number_of_exon_for_longest_isoform_with_annotated_domain	domain_position_on_longest_isoform_with_annotated_domain	domain_position_on_longest_isoform_with_annotated_domain_percentage	DIFF	EXPR	number_of_assays
STK31	OTHER	+	6	"uc003sws.5;uc003swt.5;uc003swv.1;uc010kuq.4;uc011jze.3;uc031swr.1"	6	"uc003sws.5;uc003swt.5;uc003swv.1;uc010kuq.4;uc011jze.3;uc031swr.1"	"uc003sws.5;uc003swt.5;uc010kuq.4;uc031swr.1"	24	exons-16-24	start-65%-end-100%	yes	yes	2
STK32A	AGC	+	4	"uc003lol.4;uc003lom.2;uc010jgn.1;uc011dbw.1"	4	"uc003lol.4;uc003lom.2;uc010jgn.1;uc011dbw.1"	uc011dbw.1	14	exons-2-11	start-8%-end-77%	no	yes	1
STK32B	AGC	+	2	"uc003gih.1;uc010ida.1"	2	"uc003gih.1;uc010ida.1"	uc010ida.1	13	exons-4-13	start-25%-end-100%	no	yes	1
STK32C	AGC	-	6	"uc001llc.1;uc001lld.1;uc001lle.1;uc009ybc.2;uc009ybd.1;uc010quu.1"	4	"uc001lld.1;uc001lle.1;uc009ybd.1;uc010quu.1"	"uc001lld.1;uc001lle.1;uc010quu.1"	12	exons-3-12	start-18%-end-100%	no	yes	1
STK33	CAMK	-	6	"uc001mgi.1;uc001mgj.1;uc001mgk.1;uc001mgl.3;uc009yfp.3;uc010rbn.1"	6	"uc001mgi.1;uc001mgj.1;uc001mgk.1;uc001mgl.3;uc009yfp.3;uc010rbn.1"	"uc001mgj.1;uc010rbn.1"	14	exons-4-14	start-23%-end-100%	no	yes	1
STK35	OTHER	+	2	"uc002wfw.4;uc010zpu.2"	2	"uc002wfw.4;uc010zpu.2"	uc002wfw.4	4	exons-2-3	start-33%-end-67%	yes	yes	2
STK36	OTHER	+	3	"uc002viu.3;uc002viv.3;uc002vix.3"	2	"uc002viu.3;uc002viv.3"	"uc002viu.3;uc002viv.3"	27	exons-2-9	start-4%-end-31%	yes	yes	2
STK38	AGC	-	3	"uc003omg.3;uc003omh.3;uc003omi.3"	3	"uc003omg.3;uc003omh.3;uc003omi.3"	"uc003omh.3;uc003omi.3"	14	exons-3-14	start-15%-end-100%	yes	yes	2
STK38L	AGC	+	4	"uc001rhr.3;uc010sjm.2;uc010sjn.2;uc010sjo.2"	4	"uc001rhr.3;uc010sjm.2;uc010sjn.2;uc010sjo.2"	uc001rhr.3	14	exons-3-14	start-15%-end-100%	no	yes	1
STK39	STE	-	1	uc002uea.3	1	uc002uea.3	uc002uea.3	18	exons-1-15	start-0%-end-82%	yes	yes	2
STK4	STE	+	4	"uc002xnb.3;uc010ggw.1;uc010ggx.3;uc010ggy.3"	4	"uc002xnb.3;uc010ggw.1;uc010ggx.3;uc010ggy.3"	uc010ggx.3	12	exons-1-11	start-0%-end-91%	no	yes	1
STK40	CAMK	-	4	"uc001cak.1;uc001cal.1;uc001cam.1;uc001can.1"	4	"uc001cak.1;uc001cal.1;uc001cam.1;uc001can.1"	uc001cak.1	12	exons-3-12	start-18%-end-100%	no	yes	1
STRADA	STE	-	8	"uc002jbm.3;uc002jbn.3;uc002jbo.3;uc002jbp.3;uc002jbr.3;uc010ddw.3;uc010wpq.2;uc010wpr.2"	8	"uc002jbm.3;uc002jbn.3;uc002jbo.3;uc002jbp.3;uc002jbr.3;uc010ddw.3;uc010wpq.2;uc010wpr.2"	uc002jbm.3	13	exons-3-13	start-17%-end-100%	no	yes	1
STRADB	STE	+	2	"uc002uyd.4;uc021vvb.1"	2	"uc002uyd.4;uc021vvb.1"	"uc002uyd.4;uc021vvb.1"	12	exons-3-12	start-18%-end-100%	yes	yes	2
STYK1	RTK	-	1	uc001qys.2	1	uc001qys.2	uc001qys.2	11	exons-5-11	start-40%-end-100%	yes	yes	2
SYK	NRTK	+	7	"uc004aqz.3;uc004ara.3;uc004arb.3;uc004arc.3;uc011ltr.2;uc011lts.2;uc011ltt.2"	4	"uc004aqz.3;uc004ara.3;uc004arb.3;uc004arc.3"	"uc004aqz.3;uc004arc.3"	14	exons-8-14	start-54%-end-100%	yes	yes	2
TAF1	ATYPICAL	+	10	"uc004dzt.4;uc004dzu.4;uc004dzv.4;uc004dzw.1;uc004dzx.2;uc004dzy.2;uc010nld.1;uc010nle.1;uc010nlf.1;uc010nlg.1"	0	n.a.	n.a.	n.a.	n.a.	n.a.	no	yes	1
TAOK1	STE	+	3	"uc002hdz.2;uc002heb.1;uc010wbe.2"	3	"uc002hdz.2;uc002heb.1;uc010wbe.2"	uc002hdz.2	20	exons-2-20	start-5%-end-100%	yes	yes	3
TAOK2	STE	+	6	"uc002dva.2;uc002dvb.2;uc002dvc.2;uc002dvd.2;uc010bzm.2;uc021tgf.1"	6	"uc002dva.2;uc002dvb.2;uc002dvc.2;uc002dvd.2;uc010bzm.2;uc021tgf.1"	uc002dvc.2	19	exons-2-12	start-6%-end-61%	yes	yes	2
TAOK3	STE	-	4	"uc001twv.3;uc001tww.3;uc001twx.3;uc001twy.4"	3	"uc001tww.3;uc001twx.3;uc001twy.4"	"uc001twx.3;uc001twy.4"	21	exons-3-21	start-10%-end-100%	no	yes	1
TBCK	OTHER	-	6	"uc003hyb.2;uc003hyc.2;uc003hyd.2;uc003hye.2;uc003hyf.2;uc010ilv.2"	5	"uc003hyc.2;uc003hyd.2;uc003hye.2;uc003hyf.2;uc010ilv.2"	uc003hyd.2	27	exons-7-13	start-23%-end-46%	yes	yes	2
TBK1	OTHER	+	1	uc001ssc.2	1	uc001ssc.2	uc001ssc.2	21	exons-2-9	start-5%-end-40%	yes	yes	2
TEC	NRTK	-	1	uc003gxz.3	1	uc003gxz.3	uc003gxz.3	18	exons-11-18	start-59%-end-100%	yes	yes	2
TEK	RTK	+	6	"uc003zqi.4;uc003zqj.1;uc010mjc.1;uc011lnn.1;uc011lno.2;uc011lnp.2"	4	"uc003zqi.4;uc003zqj.1;uc011lno.2;uc011lnp.2"	uc003zqi.4	23	exons-14-23	start-59%-end-100%	yes	yes	2
TESK1	TKL	+	2	"uc003zxa.3;uc010mks.3"	2	"uc003zxa.3;uc010mks.3"	uc003zxa.3	10	exons-1-10	start-0%-end-100%	yes	yes	2
TESK2	TKL	-	5	"uc001cns.1;uc009vxr.1;uc009vxs.1;uc010olo.1;uc010olp.1"	5	"uc001cns.1;uc009vxr.1;uc009vxs.1;uc010olo.1;uc010olp.1"	uc001cns.1	11	exons-2-11	start-10%-end-100%	no	yes	1
TEX14	OTHER	-	4	"uc002iwr.2;uc002iws.2;uc010dcz.2;uc010dda.2"	4	"uc002iwr.2;uc002iws.2;uc010dcz.2;uc010dda.2"	"uc002iwr.2;uc010dcz.2"	33	exons-7-14	start-19%-end-41%	yes	yes	2
TGFBR1	TKL	+	4	"uc004azc.3;uc004azd.3;uc004aze.3;uc011lvc.2"	4	"uc004azc.3;uc004azd.3;uc004aze.3;uc011lvc.2"	"uc004azc.3;uc004aze.3;uc011lvc.2"	9	exons-3-9	start-25%-end-100%	no	yes	1
TGFBR2	TKL	+	3	"uc003cen.3;uc003ceo.3;uc021wut.1"	3	"uc003cen.3;uc003ceo.3;uc021wut.1"	uc003cen.3	8	exons-5-8	start-57%-end-100%	yes	yes	2
TIE1	RTK	+	10	"uc001ciu.3;uc009vwq.3;uc010oka.2;uc010okb.2;uc010okc.2;uc010okd.2;uc010oke.2;uc010okf.1;uc010okg.2;uc021omo.1"	4	"uc001ciu.3;uc009vwq.3;uc010oke.2;uc010okg.2"	"uc001ciu.3;uc010oke.2"	23	exons-14-23	start-59%-end-100%	yes	yes	2
TLK1	OTHER	-	6	"uc002ugn.2;uc002ugo.2;uc002ugp.2;uc002ugq.2;uc002ugr.1;uc010zdn.1"	4	"uc002ugn.2;uc002ugo.2;uc002ugp.2;uc010zdn.1"	uc002ugo.2	22	exons-14-22	start-62%-end-100%	yes	yes	2
TLK2	OTHER	+	5	"uc002izx.4;uc002izz.4;uc002jaa.4;uc010ddp.3;uc010wpd.2"	5	"uc002izx.4;uc002izz.4;uc002jaa.4;uc010ddp.3;uc010wpd.2"	"uc002izx.4;uc010ddp.3"	23	exons-15-23	start-64%-end-100%	yes	yes	2
TNIK	STE	-	11	"uc003fhg.2;uc003fhh.2;uc003fhi.2;uc003fhj.2;uc003fhk.2;uc003fhl.2;uc003fhm.2;uc003fhn.2;uc003fho.2;uc003fhp.3;uc003fhq.3"	8	"uc003fhh.2;uc003fhi.2;uc003fhj.2;uc003fhk.2;uc003fhl.2;uc003fhm.2;uc003fhn.2;uc003fho.2"	uc003fhh.2	33	exons-1-17	start-0%-end-50%	yes	yes	2
TNK1	NRTK	+	3	"uc002ggi.4;uc002ggj.4;uc010cmf.3"	2	"uc002ggi.4;uc002ggj.4"	"uc002ggi.4;uc002ggj.4"	13	exons-4-9	start-25%-end-67%	yes	yes	2
TNK2	NRTK	-	8	"uc003fvq.1;uc003fvr.1;uc003fvs.1;uc003fvt.1;uc003fvu.1;uc003fvv.1;uc010hzw.1;uc010hzx.1"	5	"uc003fvs.1;uc003fvt.1;uc003fvu.1;uc003fvv.1;uc010hzx.1"	"uc003fvt.1;uc003fvu.1"	15	exons-4-10	start-21%-end-64%	no	yes	1
TP53RK	OTHER	-	2	"uc002xsj.4;uc002xsk.3"	2	"uc002xsj.4;uc002xsk.3"	"uc002xsj.4;uc002xsk.3"	2	exons-2-2	start-100%-end-100%	no	yes	1
TRIB1	CAMK	+	3	"uc003yrx.3;uc010mdn.3;uc011lis.2"	3	"uc003yrx.3;uc010mdn.3;uc011lis.2"	"uc003yrx.3;uc011lis.2"	3	exons-1-3	start-0%-end-100%	no	yes	1
TRIB2	CAMK	+	2	"uc002rbv.4;uc010yjp.2"	2	"uc002rbv.4;uc010yjp.2"	"uc002rbv.4;uc010yjp.2"	3	exons-1-3	start-0%-end-100%	no	yes	1
TRIB3	CAMK	+	2	"uc002wdm.3;uc002wdn.3"	2	"uc002wdm.3;uc002wdn.3"	uc002wdn.3	5	exons-3-5	start-50%-end-100%	no	yes	1
TRIM24	ATYPICAL	+	3	"uc003vub.3;uc003vuc.3;uc022amn.1"	0	n.a.	n.a.	n.a.	n.a.	n.a.	no	yes	1
TRIM28	ATYPICAL	+	3	"uc002qtg.1;uc002qth.1;uc010eut.1"	0	n.a.	n.a.	n.a.	n.a.	n.a.	no	yes	1
TRIO	CAMK	+	4	"uc003jff.3;uc003jfg.3;uc003jfh.1;uc011cna.1"	1	uc003jff.3	uc003jff.3	57	exons-53-57	start-93%-end-100%	yes	yes	2
TRPM6	ATYPICAL	-	9	"uc004ajj.1;uc004ajk.1;uc004ajl.1;uc004ajn.1;uc010mpb.1;uc010mpc.1;uc010mpd.1;uc010mpe.1;uc022bib.1"	7	"uc004ajj.1;uc004ajk.1;uc004ajl.1;uc010mpc.1;uc010mpd.1;uc010mpe.1;uc022bib.1"	"uc004ajk.1;uc004ajl.1;uc022bib.1"	39	exons-32-39	start-82%-end-100%	no	yes	1
TRPM7	ATYPICAL	-	4	"uc001zyr.3;uc001zyt.4;uc001zyu.3;uc010bew.2"	2	"uc001zyr.3;uc001zyt.4"	uc001zyt.4	39	exons-32-39	start-82%-end-100%	yes	yes	2
TSSK1B	CAMK	-	1	uc003kqm.2	1	uc003kqm.2	uc003kqm.2	1	exons-1-1	start-0%-end-100%	no	yes	1
TSSK2	CAMK	+	1	uc002zow.2	1	uc002zow.2	uc002zow.2	1	exons-1-1	start-0%-end-100%	no	yes	1
TSSK3	CAMK	+	1	uc001bvf.3	1	uc001bvf.3	uc001bvf.3	2	exons-1-2	start-0%-end-100%	no	yes	1
TSSK4	CAMK	+	4	"uc001wne.3;uc001wnf.3;uc001wng.3;uc001wnh.3"	4	"uc001wne.3;uc001wnf.3;uc001wng.3;uc001wnh.3"	"uc001wne.3;uc001wng.3;uc001wnh.3"	4	exons-2-4	start-33%-end-100%	no	yes	1
TSSK6	CAMK	-	2	"uc002nmq.3;uc002nmr.3"	1	uc002nmr.3	uc002nmr.3	1	exons-1-1	start-0%-end-100%	no	yes	1
TTBK1	CK1	+	3	"uc003ouq.1;uc011dvg.1;uc021yzs.1"	1	uc003ouq.1	uc003ouq.1	15	exons-2-11	start-7%-end-71%	yes	yes	2
TTBK2	CK1	-	3	"uc001zqo.2;uc001zqp.3;uc010bcy.2"	3	"uc001zqo.2;uc001zqp.3;uc010bcy.2"	uc001zqo.2	15	exons-2-11	start-7%-end-71%	yes	yes	2
TTK	OTHER	+	2	"uc003pjb.4;uc003pjc.3"	2	"uc003pjb.4;uc003pjc.3"	"uc003pjb.4;uc003pjc.3"	22	exons-13-22	start-57%-end-100%	yes	yes	2
TTN	CAMK	-	17	"uc002umq.4;uc002umw.1;uc002umx.1;uc002umz.1;uc002una.1;uc002unb.3;uc002und.3;uc010fre.1;uc010frf.1;uc010frg.1;uc010zfk.2;uc021vsy.2;uc021vsz.2;uc021vta.2;uc021vtb.2;uc031rqc.1;uc031rqd.1"	6	"uc021vsy.2;uc021vsz.2;uc021vta.2;uc021vtb.2;uc031rqc.1;uc031rqd.1"	uc031rqc.1	363	exons-358-362	start-99%-end-100%	yes	yes	2
TWF1	ATYPICAL	-	3	"uc001roa.4;uc001rob.3;uc001roc.3"	0	n.a.	n.a.	n.a.	n.a.	n.a.	no	yes	1
TXK	NRTK	-	4	"uc003gxx.4;uc003gxy.1;uc010igj.3;uc011bzj.2"	2	"uc003gxx.4;uc011bzj.2"	uc003gxx.4	15	exons-8-15	start-50%-end-100%	yes	yes	3
TYK2	NRTK	-	3	"uc002moc.4;uc002mod.2;uc010dxe.3"	3	"uc002moc.4;uc002mod.2;uc010dxe.3"	uc002moc.4	25	exons-11-25	start-42%-end-100%	yes	yes	2
TYRO3	RTK	+	1	uc001zof.2	1	uc001zof.2	uc001zof.2	19	exons-11-19	start-56%-end-100%	yes	yes	2
UHMK1	OTHER	+	3	"uc001gcc.2;uc001gcd.3;uc009wuu.2"	3	"uc001gcc.2;uc001gcd.3;uc009wuu.2"	"uc001gcc.2;uc001gcd.3"	8	exons-1-8	start-0%-end-100%	no	yes	1
ULK1	OTHER	+	1	uc001uje.3	1	uc001uje.3	uc001uje.3	28	exons-1-14	start-0%-end-48%	yes	yes	2
ULK2	OTHER	-	2	"uc002gwm.4;uc002gwn.3"	2	"uc002gwm.4;uc002gwn.3"	uc002gwm.4	28	exons-1-14	start-0%-end-48%	yes	yes	2
ULK3	OTHER	-	8	"uc002ayv.2;uc010bkf.1;uc010ulp.1;uc010ulq.1;uc010ulr.1;uc010uls.1;uc010ult.1;uc010ulu.1"	8	"uc002ayv.2;uc010bkf.1;uc010ulp.1;uc010ulq.1;uc010ulr.1;uc010uls.1;uc010ult.1;uc010ulu.1"	"uc002ayv.2;uc010bkf.1;uc010ulp.1;uc010ulq.1;uc010ulr.1;uc010uls.1"	16	exons-1-9	start-0%-end-53%	yes	yes	3
ULK4	OTHER	-	4	"uc003cku.4;uc003ckv.4;uc003ckw.2;uc003ckx.1"	3	"uc003ckv.4;uc003ckw.2;uc003ckx.1"	uc003ckv.4	37	exons-2-13	start-3%-end-33%	yes	yes	2
VRK1	CK1	+	1	uc001yft.3	1	uc001yft.3	uc001yft.3	13	exons-2-11	start-8%-end-83%	yes	yes	2
VRK2	CK1	+	11	"uc002rzo.2;uc002rzp.4;uc002rzs.3;uc002rzt.3;uc002rzu.3;uc002rzv.3;uc010fcb.2;uc010fcc.4;uc010fcd.3;uc010ypg.2;uc010yph.1"	11	"uc002rzo.2;uc002rzp.4;uc002rzs.3;uc002rzt.3;uc002rzu.3;uc002rzv.3;uc010fcb.2;uc010fcc.4;uc010fcd.3;uc010ypg.2;uc010yph.1"	"uc002rzo.2;uc010fcb.2"	16	exons-5-16	start-27%-end-100%	no	yes	1
VRK3	CK1	-	10	"uc002prg.2;uc002prh.1;uc002pri.1;uc002prk.2;uc002prl.3;uc010ens.2;uc010ent.2;uc010ybl.1;uc010ybm.1;uc010ybn.1"	9	"uc002prg.2;uc002prh.1;uc002pri.1;uc002prk.2;uc002prl.3;uc010ens.2;uc010ent.2;uc010ybl.1;uc010ybm.1"	"uc002prg.2;uc002prh.1"	15	exons-8-14	start-50%-end-93%	yes	yes	2
WEE1	OTHER	+	3	"uc001mhs.3;uc001mht.3;uc001mhu.3"	3	"uc001mhs.3;uc001mht.3;uc001mhu.3"	"uc001mhs.3;uc001mht.3"	11	exons-2-11	start-10%-end-100%	no	yes	1
WEE2	OTHER	+	1	uc003vwn.2	1	uc003vwn.2	uc003vwn.2	12	exons-2-12	start-9%-end-100%	yes	yes	2
WNK1	OTHER	+	9	"uc001qin.3;uc001qio.4;uc001qip.4;uc001qir.4;uc009zdm.1;uc009zdn.1;uc021qss.1;uc021qst.1;uc031qfk.1"	6	"uc001qin.3;uc001qio.4;uc001qip.4;uc021qss.1;uc021qst.1;uc031qfk.1"	uc031qfk.1	31	exons-1-9	start-0%-end-27%	yes	yes	3
WNK2	OTHER	+	7	"uc004ati.1;uc004atj.3;uc004atk.3;uc004atl.1;uc010mrc.1;uc010mrd.1;uc011lud.1"	6	"uc004ati.1;uc004atj.3;uc004atk.3;uc010mrc.1;uc010mrd.1;uc011lud.1"	uc004ati.1	30	exons-1-10	start-0%-end-31%	no	yes	1
WNK3	OTHER	-	2	"uc004dtc.2;uc004dtd.2"	2	"uc004dtc.2;uc004dtd.2"	uc004dtc.2	24	exons-2-17	start-4%-end-70%	yes	yes	2
WNK4	OTHER	+	4	"uc002ibj.3;uc002ibk.1;uc010wgx.2;uc010wgy.1"	2	"uc002ibj.3;uc002ibk.1"	uc002ibj.3	19	exons-1-9	start-0%-end-44%	yes	yes	2
YES1	NRTK	-	2	"uc002kky.3;uc002kkz.3"	2	"uc002kky.3;uc002kkz.3"	"uc002kky.3;uc002kkz.3"	12	exons-6-12	start-45%-end-100%	yes	yes	2
ZAK	TKL	+	4	"uc002uhx.3;uc002uhy.3;uc002uhz.3;uc010zei.2"	4	"uc002uhx.3;uc002uhy.3;uc002uhz.3;uc010zei.2"	uc002uhz.3	20	exons-2-20	start-5%-end-100%	yes	yes	2
ZAP70	NRTK	+	3	"uc002syd.1;uc002sye.1;uc002syf.1"	3	"uc002syd.1;uc002sye.1;uc002syf.1"	uc002syd.1	14	exons-9-14	start-62%-end-100%	no	yes	1
